facility_id,jurisdiction_code,jurisdiction_facility_id,registered_business_name,facility_name,abn,acn,street_address,suburb,state,postcode,latitude,longitude,primary_anzsic_class_code,primary_anzsic_class_name,main_activities,facility_website,first_report_year,latest_report_year,latest_report_id,latest_report_url,reports
535542,VIC,00022788,CSIRO,Australian Centre for Disease Preparedness,41687119230,,5 PORTALRINGTON RD,Geelong East,VIC,3219,-38.153005,144.387771,6910,Scientific Research Services,"Scientific and industrial research facility specialising in livestock industry research, facility maintenance and office administration.",http://www.csiro.au,2002/2003,2022/2023,546488,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2023/jurisdiction-facility/00022788,21
482990,ACT,ACT031,CSIRO,BLACK MOUNTAIN,41687119230,,CLUNIES ROSS ST,Acton,ACT,2601,-35.274838,149.11224,6910,Scientific Research Services,"SCIENTIFIC AND INDUSTRIAL RESEARCH FACILITIES SPECIALISING IN PLANT RESEARCH, ENTMOLOGY, LAND AND WATER SCIENCES, ATMOSPHERIC RESEARCH AND EDUCATION.",http://www.csiro.au,2002/2003,2022/2023,546628,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/ACT/year/2023/jurisdiction-facility/ACT031,21
534856,VIC,00019897,CSIRO,CSIRO - Clayton Laboratories,41687119230,,BAYVIEW AV,Clayton,VIC,3168,-37.904563,145.130474,6910,Scientific Research Services,"Scientific and industrial research facility, facility maintenance, office administration",http://www.csiro.au,2002/2003,2022/2023,546476,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2023/jurisdiction-facility/00019897,20
535204,VIC,00020381,CSIRO,CSIRO Belmont Laboratories,41687119230,,HENRY ST,Belmont,VIC,3216,-38.1845,144.32914,1333,Cut and Sewn Textile Product Manufacturing,Scientific research that supports Australia's fibre producing and processing industries.,http://www.csiro.au,2004/2005,2012/2013,457402,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2013/jurisdiction-facility/00020381,9
484118,NSW,1115,CSIRO,CSIRO North Ryde Life Sciences Centre,41687119230,,Riverside Corporate Park 11 Julius Avenue,North Ryde,NSW,2113,-33.796527,151.141764,6910,Scientific Research Services,"Research and development on food processes, mining, materials science.",,2006/2007,2022/2023,546564,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NSW/year/2023/jurisdiction-facility/1115,17
529262,VIC,00004717,CSL LIMITED,CSL Behring (Australia) Pty Ltd,99051588348,051588348,189-209 CAMP RD,Broadmeadows,VIC,3047,-37.688192,144.940536,1841,Human Pharmaceutical and Medicinal Product Manufacturing,Manufacture of pharmaceutical products of biological origin,http://www.cslbehring.com.au,1998/1999,2022/2023,546428,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2023/jurisdiction-facility/00004717,25
529242,VIC,00004716,CSL LIMITED,Seqirus (Parkville),99051588348,051588348,45 POPLAR RD,Parkville,VIC,3052,-37.779327,144.947092,1841,Human Pharmaceutical and Medicinal Product Manufacturing,"Manufacture, development and marketing of pharmaceutical products of biological origin.",http://www.seqirus.com.au,1998/1999,2022/2023,545984,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2023/jurisdiction-facility/00004716,25
563406,QLD,Q002CSR001,CSR BUILDING PRODUCTS LIMITED,Bradford Insulation,55008631356,008631356,4 Bradford Court,Brendale,QLD,4500,-27.326559,152.972989,2090,Other Non-Metallic Mineral Product Manufacturing,Glass wool manufacture for insulation applications,http://www.csr.com.au,2008/2009,2022/2023,545184,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2023/jurisdiction-facility/Q002CSR001,15
484610,NSW,141,CSR BUILDING PRODUCTS LIMITED,CSR Bradford Insulation,55008631356,008631356,55 Stennett Road,Ingleburn,NSW,2565,-34.004625,150.841461,2010,Glass and Glass Product Manufacturing,Manufacture of glass fibre insulation.,http://www.csr.com.au/environment,1998/1999,2022/2023,543438,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NSW/year/2023/jurisdiction-facility/141,25
558232,VIC,00029065,CSR BUILDING PRODUCTS LIMITED,CSR Bradford Insulation - Thermofoil Plant,55008631356,008631356,4 ABBOTTS RD,Dandenong South,VIC,3175,-38.03194444,145.2130556,2149,Other Basic Non-Ferrous Metal Product Manufacturing,Manufacture of reflective foil insulation,,2008/2009,2015/2016,487252,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2016/jurisdiction-facility/00029065,8
623414,VIC,00030629,CSR BUILDING PRODUCTS LIMITED,CSR Bradford Scoresby,55008631356,008631356,7 DALMORE DR,Scoresby,VIC,3179,-37.90394444,145.2195,2149,Other Basic Non-Ferrous Metal Product Manufacturing,Manufacture of reflective foil insulation,,2015/2016,2022/2023,551104,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2023/jurisdiction-facility/00030629,8
542534,WA,WA0372,CSR BUILDING PRODUCTS LIMITED,CSR Gyprock - Welshpool,55008631356,008631356,19 Sheffield Road,Welshpool,WA,6106,-31.988889,115.965833,2032,Plaster Product Manufacturing,Manufacture of Plasterboard and associated products.,http://www.csr.com.au,2000/2001,2022/2023,543070,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/WA/year/2023/jurisdiction-facility/WA0372,23
490156,NSW,508,CSR BUILDING PRODUCTS LIMITED,CSR Gyprock - Wetherill Park,55008631356,008631356,376 Victoria Street,Wetherill Park,NSW,2164,-33.843562,150.903752,2032,Plaster Product Manufacturing,Manufacture of plasterboard and associated products.,http://www.csr.com.au,2000/2001,2022/2023,551016,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NSW/year/2023/jurisdiction-facility/508,23
513168,QLD,Q069CSR001,CSR BUILDING PRODUCTS LIMITED,CSR Gyprock-Coopers Plains,55008631356,008631356,768 Boundary Road,Coopers Plains,QLD,4108,-27.567341,153.030316,2032,Plaster Product Manufacturing,Manufacture of plasterboard and associated products,http://www.csr.com.au,2000/2001,2022/2023,544432,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2023/jurisdiction-facility/Q069CSR001,23
533684,VIC,00015650,CSR BUILDING PRODUCTS LIMITED,CSR Gyprock-Yarraville,55008631356,008631356,277 WHITEHALL ST,Yarraville,VIC,3013,-37.817277,144.901738,2032,Plaster Product Manufacturing,Manufacture of plasterboard and associated products,http://www.csr.com.au,2000/2001,2022/2023,549306,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2023/jurisdiction-facility/00015650,23
493802,NSW,768,CSR BUILDING PRODUCTS LIMITED,CSR Hebel Somersby,55008631356,008631356,112 Wisemans Ferry Road,Somersby,NSW,2250,-33.417765,151.29083,2034,Concrete Product Manufacturing,Manufacture of autoclaved aerated concrete,http://www.hebel.com.au,2001/2002,2022/2023,549862,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NSW/year/2023/jurisdiction-facility/768,22
524630,VIC,00004057,CSR BUILDING PRODUCTS LIMITED,CSR Monier Terracotta,55008631356,008631356,656 MITCHAM RD,Vermont,VIC,3133,-37.832938,145.193878,2029,Other Ceramic Product Manufacturing,"Roof tile manufacturing, terracotta clay tile extrusion, pressing and kiln firing.",http://www.csr.com.au,1998/1999,2022/2023,543784,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2023/jurisdiction-facility/00004057,25
496004,NSW,947,CSR BUILDING PRODUCTS LIMITED,CSR Roofing - Monier Rosehill,55008631356,008631356,10 Grand Avenue,Rosehill,NSW,2142,-33.827102,151.029067,2034,Concrete Product Manufacturing,Manufacture of concrete tiles,,2003/2004,2006/2007,365338,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NSW/year/2007/jurisdiction-facility/947,2
495996,NSW,945,CSR BUILDING PRODUCTS LIMITED,CSR Roofing - Monier Villawood,55008631356,008631356,702 Woodville Road,Villawood,NSW,2163,-33.867612,150.985906,2034,Concrete Product Manufacturing,Manufacture of concrete roofing products,,2003/2004,2003/2004,365334,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NSW/year/2004/jurisdiction-facility/945,1
487556,NSW,34,CSR BUILDING PRODUCTS LIMITED,CSR Rosehill Cement and Terracotta,55008631356,008631356,10 Grand Avenue,Rosehill,NSW,2142,-33.827823,151.02905,2034,Concrete Product Manufacturing,Manufacture of concrete roof tiles,http://www.csr.com.au,1998/1999,2009/2010,430656,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NSW/year/2010/jurisdiction-facility/34,12
499104,QLD,Q011CSR002,CSR BUILDING PRODUCTS LIMITED,Darra,55008631356,008631356,124 Bellwood Street,Darra,QLD,4074,-27.557533,152.94672,2034,Concrete Product Manufacturing,Manufacture of concrete roof tiles,http://www.csr.com.au,2001/2002,2010/2011,440866,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2011/jurisdiction-facility/Q011CSR002,10
484812,NSW,152,CSR BUILDING PRODUCTS LIMITED,PGH Bricks and Pavers Bathurst,55008631356,,Lot 1 Ceramic Avenue,Raglan,NSW,2795,-33.425112,149.64875,2021,Clay Brick Manufacturing,"Manufacture of clay bricks, blocks and pavers",http://www.csr.com.au/environment,1998/1999,2007/2008,414992,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NSW/year/2008/jurisdiction-facility/152,10
484832,NSW,153,CSR BUILDING PRODUCTS LIMITED,PGH Bricks and Pavers Maitland,55008631356,,Metford Road,Maitland,NSW,2320,-32.759377,151.606795,2021,Clay Brick Manufacturing,Manufacture of clay bricks and pavers,http://www.csr.com.au/environment,1998/1999,2007/2008,415204,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NSW/year/2008/jurisdiction-facility/153,9
483638,NSW,1040,CSR BUILDING PRODUCTS LTD,CSR Edmonds,55008631356,008631356,"Unit 1, 93-99 South Creek Road",Dee Why,NSW,2099,-33.741545,151.290084,1912,Rigid and Semi-Rigid Polymer Product Manufacturing,"Laser cutting aluminium, injection moulding, powder coating assembly",http://www.edmonds.com.au,2004/2005,2007/2008,417006,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NSW/year/2008/jurisdiction-facility/1040,3
498302,QLD,Q001PGH001,CSR BUILDING PRODUCTS LTD,PGH Bricks & Pavers,55008631356,008631356,KREMZOW RD,Brendale,QLD,4500,-27.317025,152.996906,2021,Clay Brick Manufacturing,Manufacture of Clay Brick and Pavers,http://www.csr.com.au/environment,1998/1999,2006/2007,367284,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2007/jurisdiction-facility/Q001PGH001,9
498322,QLD,Q001PGH002,CSR BUILDING PRODUCTS LTD,PGH Bricks and Pavers,55008631356,008631356,Lake Mcdonald Dr,Cooroy,QLD,4563,-26.392025,152.925239,2021,Clay Brick Manufacturing,"Manufacture of clay bricks, blocks and pavers",http://www.csr.com.au/environment,1998/1999,2009/2010,430746,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2010/jurisdiction-facility/Q001PGH002,12
526540,VIC,00004234,CSR LIMITED,CSR Bradford Insulation - Rockwool Plant,90000001276,000001276,159 WELLINGTON RD,Clayton,VIC,3168,-37.916919,145.146892,2090,Other Non-Metallic Mineral Product Manufacturing,Office only - factory has been closed,http://www.csr.com.au/environment,1998/1999,2011/2012,452234,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2012/jurisdiction-facility/00004234,14
526282,VIC,00004213,CSR LTD,CSR LTD,90000001276,000001276,40-44 SMITH RD,Springvale,VIC,3171,-37.939796,145.169075,2034,Concrete Product Manufacturing,Manufacturing of concrete roof tiles.,,2003/2004,2005/2006,391012,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2006/jurisdiction-facility/00004213,3
509730,QLD,Q056CSR005,CSR LTD,Oxley Creek quarry,90000001276,000001276,PARADISE RD,Larapinta,QLD,4110,-27.63662,153.010644,0911,Gravel and Sand Quarrying,Quarry materials sand and gravel producers.,,2000/2001,2005/2006,377034,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2006/jurisdiction-facility/Q056CSR005,5
533424,VIC,00014972,CSR LTD,"in p/ship with Vacuum Oil Co, t/a CSR Emoleum",90000001276,000001276,APOLLO DR,Shepparton,VIC,3630,-36.356452,145.30717,1709,Other Petroleum and Coal Product Manufacturing,Manufacture of Hot Mix Asphalt,http://www.csr.com.au,2000/2001,2001/2002,397092,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2002/jurisdiction-facility/00014972,2
533404,VIC,00012634,CSR LTD,"in p/ship with Vacuum Oil Co, t/a CSR Emoleum",90000001276,000001276,LINCOLN CAUSEWAY,Wodonga,VIC,3690,-36.106951,146.890143,1709,Other Petroleum and Coal Product Manufacturing,Production of hot-mix asphalt,http://www.csr.com.au,1999/2000,2001/2002,397076,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2002/jurisdiction-facility/00012634,2
533382,VIC,00012631,CSR LTD,"in p/ship with Vacuum Oil Co, t/a CSR Emoleum",90000001276,000001276,ASPHALT DIV 18 JERSEY RD,Bayswater,VIC,3153,-37.839613,145.278376,1709,Other Petroleum and Coal Product Manufacturing,Production of hot-mix asphalt,http://www.csr.com.au,1999/2000,2001/2002,397060,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2002/jurisdiction-facility/00012631,3
533390,VIC,00012632,CSR LTD,"in p/ship with Vacuum Oil Co, t/a CSR Emoleum",90000001276,000001276,342 SETTLEMENT RD,Thomastown,VIC,3074,-37.687791,145.022197,1709,Other Petroleum and Coal Product Manufacturing,Production of hot-mix asphalt,http://www.csr.com.au,1999/2000,2001/2002,397066,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2002/jurisdiction-facility/00012632,3
533398,VIC,00012633,CSR LTD,"in p/ship with Vacuum Oil Co, t/a CSR Emoleum",90000001276,000001276,7-9 JANETTE ST,Traralgon,VIC,3844,-38.201902,146.538715,1709,Other Petroleum and Coal Product Manufacturing,Production of hot-mix asphalt,http://www.csr.com.au,1999/2000,2001/2002,397072,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2002/jurisdiction-facility/00012633,2
492632,NSW,688,CSR VIRIDIAN LIMITED,Viridian Alexandria,68006904052,006904052,8-40 Euston Road,Alexandria,NSW,2015,-33.904289,151.193564,2010,Glass and Glass Product Manufacturing,Patterned glass production for building and solar applications cullet processing.,http://www.viridianglass.com.,2001/2002,2008/2009,422314,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NSW/year/2009/jurisdiction-facility/688,8
534210,VIC,00019272,CSR VIRIDIAN LTD,Geelong Automotive,68006904052,006904052,24 MACKEY ST,Geelong North,VIC,3215,-38.113101,144.356121,2010,Glass and Glass Product Manufacturing,Manufacture and distribution of automotive safety glass including laminated windscreens and toughened side and rear lights,http://www.viridianglass.com,2002/2003,2008/2009,422666,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2009/jurisdiction-facility/00019272,7
511772,QLD,Q063DAV001,CT & MJ DAVIS,Wamba Feedlot,93904069733,,Wamba M/S 423,Chinchilla,QLD,4413,-26.8841,150.609,0143,Beef Cattle Feedlots (Specialised),Beef Cattle Feedlot,,2001/2002,2011/2012,453288,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2012/jurisdiction-facility/Q063DAV001,10
555324,SA,SA0541,CTI PACIFIC PTY LTD,CTI Pacific Pty Ltd,52073288810,073288810,91 Industry Road,Eudunda,SA,5374,-34.160663,139.087388,1919,Other Polymer Product Manufacturing,Polymer concrete tank manufacturing,http://www.ctiunicell.com,2007/2008,2016/2017,489528,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/SA/year/2017/jurisdiction-facility/SA0541,10
586482,SA,SA0607,CU-RIVER MINING AUSTRALIA PTY LTD,Cairn Hill Mine Site,48600429043,600429043,"CLI628/71 Section 1269, Billakalina",Maralinga,SA,5710,-29.2955,135.1125,0801,Iron Ore Mining,Iron Ore Mining,,2011/2012,2022/2023,551240,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/SA/year/2023/jurisdiction-facility/SA0607,9
523760,VIC,00003982,CUB PTY LTD,Abbotsford Brewery,76004056106,004056106,4-6 SOUTHAMPTON CR,Abbotsford,VIC,3067,-37.808641,145.000973,1212,Beer Manufacturing,Manufacturing and packaging beer,http://www.cub.com.au,1998/1999,2022/2023,547402,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2023/jurisdiction-facility/00003982,25
484576,NSW,14,CUB PTY LTD,Campbelltown Beverages,76004056106,004056106,Lot 1 Badgally Road,Campbelltown,NSW,2560,-34.057909,150.813624,1213,Spirit Manufacturing,Manufacturing & packaging of beer,http://cub.com.au,2001/2002,2015/2016,482916,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NSW/year/2016/jurisdiction-facility/14,15
522040,TAS,TAS 243,CUB PTY LTD,Cascade Brewery and Beverages,76004056106,004056106,131 CASCADE RD,South Hobart,TAS,7004,-42.895805,147.292264,1212,Beer Manufacturing,"Manufacturing and packaging beer, cider, vinegar and other beverages.  Malting of barley.",http://www.cub.com.au,1998/1999,2022/2023,547904,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/TAS/year/2023/jurisdiction-facility/TAS+243,25
499032,QLD,Q010CUB001,CUB PTY LTD,Yatala Brewery,76004056106,004056106,11 Darlington Drive,Yatala,QLD,4207,-27.755433,153.234616,1212,Beer Manufacturing,Manufacturing and packaging beer and RTD beverages,http://www.cub.com.au,1998/1999,2022/2023,547934,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2023/jurisdiction-facility/Q010CUB001,25
546362,WA,WA0809,CULLEN WINES (AUSTRALIA) PTY LTD,Cullen Wines,81083098024,083098024,4323 Caves Rd,Cowaramup,WA,6280,-33.818923,115.038151,1214,Wine and Other Alcoholic Beverage Manufacturing,Wine Production,http://www.cullenwines.com.au,2004/2005,2022/2023,543748,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/WA/year/2023/jurisdiction-facility/WA0809,19
534410,VIC,00019590,CUMMING MURPHY NOMINEES PTY LTD,WATER WHEEL VINEYARDS,68081277965,081277965,LYNDHURST ST,Bridgewater On Loddon,VIC,3516,-36.602568,143.944385,1214,Wine and Other Alcoholic Beverage Manufacturing,Wine making,http://www.waterwheelwine.com,2001/2002,2015/2016,488402,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2016/jurisdiction-facility/00019590,12
535846,VIC,00023862,CUMMINS FILTRATION INTERNATIONAL CORP,Cummins Filtration,60007505473,007505473,31 GARDEN ST,Kilsyth,VIC,3137,-37.816625,145.310504,1899,Other Basic Chemical Product Manufacturing n.e.c.,Manufacturing coolant and airfilter products for heavy duty vehicles.,http://www.cumminsfiltration.com,2003/2004,2022/2023,542962,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2023/jurisdiction-facility/00023862,20
502056,QLD,Q020CUR001,CURRAGH QUEENSLAND MINING PTY LTD,Curragh Mine,55095450418,095450418,BLACKWATER-COOROORAH ROAD,Blackwater,QLD,4717,-23.481781,148.855899,0600,Coal Mining,Black Coal Mining,https://coronadoglobal.com.au/,1998/1999,2022/2023,546620,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2023/jurisdiction-facility/Q020CUR001,25
604746,WA,WA1414,CURTIN UNIVERSITY,Bentley Campus,99143842569,,Kent Street,Bentley,WA,6102,-32.005,115.895,8102,Higher Education,Tertiary Education,http://www.curtin.edu.au,2013/2014,2022/2023,550732,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/WA/year/2023/jurisdiction-facility/WA1414,10
523276,TAS,TAS 46,CUTHBERTSON BROS P/L,BLUNDSTONE TANNERY,50009493627,009493627,WYNYARD ST,South Hobart,TAS,7004,-42.892166,147.312614,1320,"Leather Tanning, Fur Dressing and Leather Product Manufacturing",TANNERY,,1999/2000,2006/2007,388412,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/TAS/year/2007/jurisdiction-facility/TAS+46,7
508210,QLD,Q039FCP001,CYPRESS SUPPLIES CABOOLTURE PTY LTD,Cypress Supplies - Roma,68067684940,067684940,7 Two Mile Road,Roma,QLD,4455,-26.579536,148.822398,1411,Log Sawmilling,Sawmilling,http://www.cypresssupplies.com.au,2003/2004,2014/2015,479326,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2015/jurisdiction-facility/Q039FCP001,12
558376,QLD,Q063DAR001,D & A RODGER FAMILY TRUST,Tarana,25207596527,,309 Tarana Crossing Road,Taroom,QLD,4420,-25.789941,149.544749,0143,Beef Cattle Feedlots (Specialised),Cattle Grazing,,2008/2009,2008/2009,419460,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2009/jurisdiction-facility/Q063DAR001,1
511982,QLD,Q063ILC003,D & K ALSOP,Overflow,92579251564,,Bowketts Lane,Biloela,QLD,4715,-24.402778,150.451389,0143,Beef Cattle Feedlots (Specialised),Beef Cattle Feedlot,,2003/2004,2006/2007,378958,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2007/jurisdiction-facility/Q063ILC003,4
511944,QLD,Q063ILB035,D & M BRIDGEFORD,Mungala,,,South Wyobie Road,Warra,QLD,4411,-26.951389,150.840556,0143,Beef Cattle Feedlots (Specialised),Beef Cattle Feedlot,,2003/2004,2004/2005,378930,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2005/jurisdiction-facility/Q063ILB035,2
536564,VIC,00029070,D BAUMGARTNER & T.A BAUMGARTNER,D BAUMGARTNER & T.A BAUMGARTNER,64353239320,,94 REID RD,St Arnaud,VIC,3478,-36.467101,143.291412,0192,Pig Farming,Piggery,,2006/2007,2006/2007,399576,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2007/jurisdiction-facility/00029070,1
512892,QLD,Q064ILP016,D C & R L WATT'S,Watt's,,,Coupers Road,Westbrook,QLD,4350,-27.578889,151.826389,0192,Pig Farming,Pig Farming,,2003/2004,2003/2004,379702,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2004/jurisdiction-facility/Q064ILP016,1
512800,QLD,Q064ILP001,D J & P M TREWIN,Trewin's Piggery,30485794765,078512688,Lot 12 Christmas Creek Road Lamington,Beaudesert,QLD,4285,-28.254817,153.018256,0192,Pig Farming,Pig Farming,,2003/2004,2003/2004,379632,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2004/jurisdiction-facility/Q064ILP001,1
544870,WA,WA0605,D TRANDOS & SONS,Trandos Chicken Farm,83933456175,,Lot 506 Old Yanchep Rd,Neerabup,WA,6031,-31.673333,115.805833,0171,Poultry Farming (Meat),Chicken raising for meat production,,2002/2003,2022/2023,544018,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/WA/year/2023/jurisdiction-facility/WA0605,21
519062,SA,SA0317,D'ARENBERG PTY LTD,D'Arenberg,24007683981,007683981,OSBORN RD,Mclaren Vale,SA,5171,-35.195833,138.552778,1214,Wine and Other Alcoholic Beverage Manufacturing,Wine Production,http://www.darenberg.com.au,2002/2003,2022/2023,551312,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/SA/year/2023/jurisdiction-facility/SA0317,21
536584,VIC,00029075,D.E COLLINS & E.C COLLINS & M.D COLLINS,D.E COLLINS & E.C COLLINS & M.D COLLINS,39385881570,,7403 MURRAY VALLEY HWY,Tongala,VIC,3621,-36.198186,144.96098,0192,Pig Farming,Details not supplied.,,2006/2007,2006/2007,399586,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2007/jurisdiction-facility/00029075,1
512866,QLD,Q064ILP009,D.J & D.J. BOGE,D.J & D.J. BOGE,14452041275,,420 Redhill Road,Wondai,QLD,4606,-26.277852,151.797169,0192,Pig Farming,Pig Farming and Grain Production,,2003/2004,2013/2014,464362,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2014/jurisdiction-facility/Q064ILP009,11
587232,QLD,Q063DJC002,DA & JF CAMM PTY LTD,Penang Feedlot,18064290740,064290740,Bowenville-Moola Rd,Bowenville,QLD,4404,-27.182452,151.527236,0143,Beef Cattle Feedlots (Specialised),Beef cattle feedlot,,2011/2012,2022/2023,551274,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2023/jurisdiction-facility/Q063DJC002,4
511812,QLD,Q063DJC001,DA & JF CAMM PTY LTD,Wonga Plains,18064290740,064290740,'Wonga Plains',Bowenville,QLD,4404,-27.172806,151.538039,0143,Beef Cattle Feedlots (Specialised),Beef Cattle Feedlot,,2001/2002,2022/2023,551276,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2023/jurisdiction-facility/Q063DJC001,14
513730,QLD,Q086ILB013,DAHRA HOLDINGS,Charlton Farm,,010163401,100 Kinross Road,Thornlands,QLD,4164,-27.559444,153.241944,0171,Poultry Farming (Meat),Meat Chicken Facility,,2003/2004,2005/2006,380400,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2006/jurisdiction-facility/Q086ILB013,3
574572,QLD,Q021DAL001,DALBY BIO-REFINERY LIMITED,DALBY BIO-REFINERY LIMITED,69101796436,,351 Jandowae Road,Dalby,QLD,4405,-27.146944,151.241572,1812,Basic Organic Chemical Manufacturing,Manufacturing of High Purity Ethanol,http://www.unitedpetroleum.com.au/ethanol,2010/2011,2017/2018,505838,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2018/jurisdiction-facility/Q021DAL001,8
506222,QLD,Q023DAL001,DALBY TOWN COUNCIL,Dalby Wastewater Treatment Plant,96719767391,,Condamine St,Dalby,QLD,4405,-27.196402,151.248232,2812,Sewerage and Drainage Services,Municipal Wastewater Treatment,,2000/2001,2001/2002,374078,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2002/jurisdiction-facility/Q023DAL001,2
554606,QLD,Q039DAL002,DALE & MEYERS OPERATIONS PTY LTD,DTM Timber Tiaro Sawmill,12072594584,,242 WILSONS ROAD,Tiaro,QLD,4650,-25.706749,152.619687,1411,Log Sawmilling,Hardwood sawmilling and chemical treatment of timber,,2007/2008,2022/2023,550788,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2023/jurisdiction-facility/Q039DAL002,16
508266,QLD,Q039HYN002,DALE & MEYERS OPERATIONS PTY LTD,Granville Treatment Plant,12072594584,,Cambridge St,Granville,QLD,4650,-25.548869,152.727385,1413,Timber Resawing and Dressing,Chemical treatment of sawn timber.,http://www.dtmtimber.com.au/,2000/2001,2015/2016,488142,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2016/jurisdiction-facility/Q039HYN002,10
